Organization Type**Supports the college access and success sector,Organization Type**Direct service,Survey number,Organization number,Response ID,Phone,Email,Organization name,Program Name,Program description,Address - Line 1,Address - Line 2,Address - City,Address - State,Address - Postal code,Boroughs Served**Brooklyn,Boroughs Served**Bronx,Boroughs Served**Manhattan,Boroughs Served**Queens,Boroughs Served**Staten Island,Neighborhoods**Brooklyn - Bay Ridge,Neighborhoods**Brooklyn - Bedford Stuyvesant,Neighborhoods**Brooklyn - Bensonhurst,Neighborhoods**Brooklyn - Borough Park,Neighborhoods**Brooklyn - Brownsville,Neighborhoods**Brooklyn - Bushwick,Neighborhoods**Brooklyn - Canarsie,Neighborhoods**Brooklyn - Coney Island,Neighborhoods**Brooklyn - Crown Heights North,Neighborhoods**Brooklyn - Crown Heights South,Neighborhoods**Brooklyn - East Flatbush,Neighborhoods**Brooklyn - East New York,Neighborhoods**Brooklyn - Flatbush/Midwood,Neighborhoods**Brooklyn - Fort Greene/Brooklyn Heights,Neighborhoods**Brooklyn - Park Slope,Neighborhoods**Brooklyn - Sheepshead Bay,Neighborhoods**Brooklyn - Sunset Park,Neighborhoods**Brooklyn - Williamsburg/Greenpoint,Neighborhoods**Bronx - Bedford Park,Neighborhoods**Bronx - Concourse/Highbridge,Neighborhoods**Bronx - East Tremont,Neighborhoods**Bronx - Hunts Point,Neighborhoods**Bronx - Morrisania,Neighborhoods**Bronx - Mott Haven,Neighborhoods**Bronx - Pelham Parkway,Neighborhoods**Bronx - Riverdale,Neighborhoods**Bronx - Throgs Neck,Neighborhoods**Bronx - Unionport/Soundview,Neighborhoods**Bronx - University Heights,Neighborhoods**Bronx - Williamsbridge,Neighborhoods**Manhattan - Battery Park/Tribeca,Neighborhoods**Manhattan - Central Harlem,Neighborhoods**Manhattan - Chelsea/Clinton,Neighborhoods**Manhattan - East Harlem,Neighborhoods**Manhattan - Greenwich Village,Neighborhoods**Manhattan - Lower East Side,Neighborhoods**Manhattan - Manhattanville,Neighborhoods**Manhattan - Midtown Business District,Neighborhoods**Manhattan - Murray Hill/Stuyvesant,Neighborhoods**Manhattan - Upper East Side,Neighborhoods**Manhattan - Upper West Side,Neighborhoods**Manhattan - Washington Heights,Neighborhoods**Queens - Astoria,Neighborhoods**Queens - Bayside,Neighborhoods**Queens - Elmhurst/Corona,Neighborhoods**Queens - Flushing,Neighborhoods**Queens - Fresh Meadows/Briarwood,Neighborhoods**Queens - Howard Beach,Neighborhoods**Queens - Jackson Heights,Neighborhoods**Queens - Jamaica/St. Albans,Neighborhoods**Queens - Queens Village,Neighborhoods**Queens - Rego Park/Forest Hills,Neighborhoods**Queens - Ridgewood/Glendale,Neighborhoods**Queens - Sunnyside/Woodside,Neighborhoods**Queens - The Rockaways,Neighborhoods**Queens - Woodhaven,Neighborhoods**Staten Island - South Beach,Neighborhoods**Staten Island - St. George,Neighborhoods**Staten Island - Tottenville,Education Levels Served**Elementary school (K-5),Education Levels Served**Middle school (6-8),Education Levels Served**High school (9-12),Education Levels Served**Post-secondary school,Education Levels Served**Adult learners and High School Equivalency,Targeted Populations Served**Academic performance level-Low,Targeted Populations Served**Academic performance level-Average,Targeted Populations Served**Academic performance level-High,Targeted Populations Served**English language learners,Targeted Populations Served**Disconnected youth/Out of school youth,Targeted Populations Served**Students with IEP or other learning challenges,Targeted Populations Served**High school equivalency (HSE),Targeted Populations Served**Justice involved youth,Targeted Populations Served**Immigrants/Refugees,Services Provided**College Readiness,Services Provided**College Matriculation,Services Provided**College Retention,Services Provided**Career Preparation,Services Provided2**College Readiness (Academic behaviors),Services Provided2**College Readiness (ACT/SAT/PSAT preparation),Services Provided2**College Readiness (College campus visits),Services Provided2**College Readiness (College exploration),Services Provided2**College Readiness (Tutoring/Academic support),Services Provided2**College Readiness (Any),Services Provided2**College Matriculation (College application help),Services Provided2**College Matriculation (Financial Aid),Services Provided2**College Matriculation (Placement test prep),Services Provided2**College Matriculation (Any),Services Provided2**College Retention (Academic/Degree planning),Services Provided2**College Retention (Connecting students to campus resources),Services Provided2**College Retention (Connecting students to off-campus resources),Services Provided2**College Retention (Course registration),Services Provided2**College Retention (Major selection),Services Provided2**College Retention (Mentoring),Services Provided2**College Retention (Support services related to college Retention),Services Provided2**College Retention (Tutoring),Services Provided2**College Retention (Non-academic skills),Services Provided2**College Retention (Financial support/incentives),Services Provided2**College Retention (Financial Aid reapplication),Services Provided2**College Retention (Any),Services Provided2**Career Preparation (Career counseling),Services Provided2**Career Preparation (Resume and interview skills),Services Provided2**Career Preparation (Any),Eligibility Criteria**K-12 enrollment,Eligibility Criteria**College enrollment,Eligibility Criteria**Grade level,Eligibility Criteria**Geographic residence,Eligibility Criteria**Member of a targeted population,Enrollment Type**Open Enrollment,Enrollment Type**Limited Enrollment,Enrollment Type**Closed Program,School Partnerships,CBO Latitude,CBO Longitude
0,1,1,83,44297776,718-884-0700 Ext.198,maugusta@khcc-nyc.org,Kingsbridge Heights Community Center,Kingsbridge Heights Community Center/Teen Center,"The KHCC Teen Center serves youth ages 11 to 21 years in grades 6-12, and often into young adulthood and college. During the previous program year, the Teen Center enrolled 257 youth, 49% female and 51% male. There were 54 middle school students (21%) ranging in age from 11-14, 191 high school students (74%) ranging in age from 14-21, and 12 youth participants who were 19-21 years old (5%), and either out of school, recently graduated, or attending college. Eighty-three percent of our active youth (213 participants) reported as eligible for free or reduced price lunch at school. The vast majority of program participants are living below 125% of the poverty level where low-wage jobs support the household. A significant proportion of our participants grow up in Bronx homes with multiple families living together in compromised housing situations. School failure, violence, substance abuse, gang involvement, and self-destructive behaviors are common experiences among neighborhood youth. Some participants are special needs youth who exhibit behavioral disorders and learning disabilities. Many youth are linked to neglectful family environments and interact with the justice and/or social service systems.",3101 Kingsbridge Terrace,,Bronx,NY,10463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,"ELLIS Preparatory Academy, Lehman College, Manhattan College, Tech International Charter School",40.877579,-73.900715
0,1,1,138,44490772,718-530-7008,frank.munoz@bronx.eoc.suny.edu,SUNY Bronx Educational Opportunity Center,College Prep and Awareness,"The program provides guidance and information to students and the surrounding community on topics including college admissions, financial aid, scholarships, placement exams and transitional information.  The center has state of the art technology and a comfortable environment conducive to learning.  Available information includes: college catalogs, admissions applications, financial aid information, and college brochures; literature on the College Prep Program curriculum, and upcoming events, college activities, application/registration deadlines, etc.  The center's computer section is equipped with 10 computers with internet access for research purposes.  The center has a seating area and a study/conference area to be used by walk-in community members and students alike.",1666 Bathgate Avenue,,Bronx,NY,10457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,,40.840473,-73.899914
0,1,1,145,45216035,212-941-9090 Ext.3251,mswigert@door.org,The Door - A Center of Alternatives,College Paths,"College Paths provides college access services including individual college counseling, financial aid and matriculation assistance, workshops, college trips, tutoring, SAT prep classes and service learning projects to in and out of school youth up to age 26 at our partner schools, The Door's main location, and at our satellite Bronx Youth Center. We offer additional college access and college success services to students ages 16-24 in our high school equivalency classes or who earned their HSE elsewhere, or students who enroll at Bronx Community College and Hostos Community College. At our main location, college programs are integrated into The Door's wide range of wrap-around services including career, health, mental health, arts, legal, and food and nutrition programs.",555 Broome Street,,New York,NY,10013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"Broome Street Academy, Chelsea Career and Technical High School,  East Side Community High School, Lower Manhattan Arts Academy, Urban Assembly School for Media Studies",40.724108,-74.005598
0,1,1,25,51031320,(347) 881-6999,Michael.Turner@hesc.ny.gov,College Goal NY,College Goal New York,"This is a hands-on financial aid application assistance program.  We help students and parents complete their FAFSA and New York State TAP applications.  The program is staffed by volunteers from schools, colleges, and CBOs.",99 Washington Avenue,,Albany,NY,12255,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,42.654826,-73.759210
0,1,1,47,51981870,917-471-4544,rjohnson@democracyprep.org,Democracy Prep Public Schools,College Access and Alumni Relations,,1767 Park Avenue,,New York,NY,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40.803228,-73.939904
0,1,1,14,52062144,718-289-5691,madelaine.centeno@bcc.cuny.edu,Bronx Community College,CareerPath Teacher Assistant Training Program,"The program provides training in early childhood education, offering CDA and tuition waived credit bearing courses in early childhood education. We also offer certificate training such as CPR and Infection Control.",2155 University Avenue,,Bronx,NY,10458,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,P.S. 73,40.856771,-73.910510
0,1,1,11,52289486,718-638-1100,emenkiti@bhgh.org,Boys Hope Girls Hope of New York,College Preparatory Boarding Program,"Operating a college preparatory boarding program in Brooklyn, NY, BHGHNY has for Mission to help academically capable and motivated children from at-risk situations meet their full potential and become men and women for others by providing them with the safe and stable living environment, academic support, and guidance they need to finish high school, graduate from college, and become responsible and productive citizens.

We serve youth from all boroughs of New York City. They reside with us Sunday evening through Friday afternoon.  ",367 Clermont Avenue,,Brooklyn,NY,11238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"Bishop Loughlin Memorial High School, Cristo Rey Brooklyn High School",40.686544,-73.969178
0,1,1,110,52292846,212-543-3305,info@operationexodus.org,"Operation Exodus Inner City, Inc.",Tutoring & Mentoring for Hispanic Youth,,21 Wadsworth Avenue,,New York,NY,10033,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40.845363,-73.937866
0,1,1,147,52756259,(347) 733-9211,lisa@thenextstep1234.com,The Next Step,College and Career Readiness Workshops ,"The Next Step has published 2 books, one on College Readiness and the other on Career Readiness and launched 24+ hours of training / workshops for local city programs to train college and high school students on these topics. We are working to expand these offerings to other schools and applying for non for profit status. ",22 Vista Avenue,,Staten Island,NY,10304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"PS 18, Susan Wagner High School, CSI International High School, Wagner College ",40.596780,-74.094641
0,1,1,141,52919645,718-725-3403,Khayriyyah.Ali@queens.eoc.suny.edu,SUNY Queens Educational Opportunity Center,College Connections Initiative,"The program provides comprehensive services that inform, direct and assist college bound students to explore college opportunities and prepare for college entrance and success. Serve all New York State residents, specifically local Queens & Brooklyn residents.  Assist students admission into special opportunity programs (e.g., SEEK, College Discovery, EOP).",158-29 Archer Avenue,,Jamaica,NY,11433,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"August Martin HS, Borough of Manhattan Community College, Hillcrest High School, John Adams High School, La Guardia Community College, Law and Government High School, Medgar Evers College, New York City College of Technology, Queensborough Community College, Queens College, York College",40.702809,-73.799287
0,1,1,59,53055890,(212) 381-0219,jennifer_stenzel@goodshepherds.org,Good Shepherd Services,LifeLink College Access and Success,"Good Shepherd's LifeLink program seeks to ensure that students transitioning from our secondary programs (Multiple Pathways to Graduation and in-school support programs) matriculate to community college with a higher level of motivation and capacity to test out of the lowest levels of remediation, and that they are able to successfully transition to and succeed in college. LifeLink achieves this by extending the supports that have been so pivotal to our students' high school achievements and by partnering with community colleges to create greater alignment and pathways to success. ",305 7th Avenue,,New York,NY,10001,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,"Bronx Community College, Kingsborough Community College, New York City College of Technology ",40.746648,-73.993356
0,1,1,18,45578035,718-368-5405,hope.parisi@kbcc.cuny.edu,Center for Academic Writing Success,Center for Academic Writing Success,"Center for Academic Writing Success offers tutoring for reading and writing assignments in English and all the disciplines.  Students may work with tutors on readings, essays, or preparation for the CUNY English proficiency exams.  ",2001 Oriental Boulevard,,Brooklyn,NY,11235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,
0,1,1,26,45324216,718-982-2352,Shawn.landry@csi.cuny.edu,College of Staten Island,Liberty Partnerships Program,"College of Staten Island Liberty Partnerships Program serves students at risk of academic failure through mentoring, tutoring, college readiness, and career exploration and workforce development.",2800 Victory Blvd,2A-204,Staten Island,NY,10314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,,,
0,1,1,56,51028081,(212) 601-0002,ldowning@futuresandoptions.org,Futures and Options,The Internship Program and Career Essentials,"Futures and Options is a nonprofit organization that provides career readiness training to New York City's underserved high school students. We do this by providing career readiness courses, career exploration workshops and field trips, and importantly, arranging paid, mentored internship opportunities for our students at organizations through NYC.",120 Broadway,Suite 1019,New York,NY,10271,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,,,
0,1,1,84,41005932,917-885-1531,jdowling@kippnyc.org,KIPP NYC,KIPP Through College,KIPP Through College serves students who have graduated from KIPP middle schools and KIPP NYC College Prep in NYC.,470 7th Avenue ,10th floor,New York,NY,10018,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,,,
0,1,1,90,53049964,(212) 875-4511,nfernandez2@bankstreet.edu,Liberty LEADS at Bank Street College,Liberty LEADS at Bank Street College,"Our mission is to provide underserved and underrepresented youth with access to the resources necessary to realize their potential and make positive contributions to society. We also empower underrepresented youth by helping them attain higher education, embrace leadership engagement, and create a positive future for themselves and others.",610 W. 112th St.,,New York,NY,10025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,,,
0,1,1,85,52218237,,DFerguson@lagcc.cuny.edu,LaGuardia Community College,Black Male Empowerment Cooperative,The Black Male Empowerment and Cooperative Program (BMEC) is a retention program designed to engage and empower black male students to be lifelong learners and active participants in their own educations. BMEC is a community of students connected to each other and the College through academic support services and mentorship.,31-10 Thomson Avenue,,Long Island City,NY,11101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,
0,1,1,88,44930977,718-960-8720,steven.wyckoff@lehman.cuny.edu,Lehman College,Freshman Year Initiative,"The Freshman Year Initiative (FYI) is an award-winning, nationally recognized program offering first-year students a supportive and carefully structured college experience. All first-year students participate in the program, which promotes an interdisciplinary curriculum, faculty collaboration, and peer support.",,,Bronx,ny,10468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,,,
0,1,1,102,52314690,(718) 254-8668,jliou-mark@citytech.cuny.edu,New York City College of Technology Peer-Led Team Learning Leadership Program,Peer-Led Team Learning Leadership Program,The PLTL Leadership Program invites STEM majors interested in facilitating collaborative learning in STEM courses to be trained as Peer Leaders.  Leadership opportunities are provided. ,300 Jay Street,Namm 711,Brooklyn,NY,11201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,,,
0,1,1,79,40998014,212-870-4759,tsexton@jewishhome.org,Jewish Home Lifecare,Geriatric Career Development Program,"The program offers college and career readiness for at risk 14-24 year olds focused on preparing the next generation of elder care professionals. The program provides academic support, college prep, psycho social support, career readiness, mentoring, intergenerational activities, work based learning, internship rotations, etc.",120 West 106th St.,,New York,NY,10025,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,,,
0,1,1,80,45309502,212-237-8280,ktexeira@jjay.cuny.edu,John Jay College,Upward Bound ,"This is a federally funded program that serves low-income, first generation, college bound students. We provide academic tutoring, SAT Prep, Financial Aid Workshops, College selection information and a six week residential summer component.  ",524 West 59 street,,New York ,NY,10019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,
0,1,1,143,51655284,718-861-0521 Ext.5711,Harryg@childrensaidsociety.org,The Children's Aid Society,The Community School Program at Fannie Lou Hamer Campus,"We offer the following programs: College Counseling, After-school programming, Tutoring, Medical and Dental Advocacy, External Learning Opportunities, Family engagement, Summer Programs, Sexuality Education and Mental Health Services/Referrals.",711 3rd Ave.,Suite 700,New York,NY,10460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,,,
0,1,1,73,43324593,212-650-3458,cc1575@hunter.cuny.edu,Hunter College Black Male Initiative,Brothers For Excellence,"We promote effective mentoring, leadership skills and community service. We are a comprehensive program centered around robust structured mentoring, academic excellence, and life long skills development for Black and Latino college males.",695 Park Avenue,Room E1239,New York,NY,10065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,,
0,1,1,55,41407306,914-497-2154,Tcapellan@schools.nyc.gov,Frederick Douglass Academy III,College Advisory,"We serve grades 9 through 12 in the South Bronx. We provide college advisory in the form of in class presentations, grade based workshops, parent workshops and school wide events.",3630 Third Avenue,,Bronx,NY,10456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,,,
1,0,2,100,53099753,917-497-7117,DVoloch@newvisions.org,New Visions for Pubic Schools,College Access and Awareness Network,"The Community Engagement and College Readiness Unit offers college awareness and access network meetings for guidance counselors, college advisors, and parent coordinators. Through developing strong networks of college advisers and guidance counselors, New Visions helps students not only to prepare for postsecondary experiences, but also to access the resources and information they need to successfully navigate the college and career search, the college application process and financial aid requirements.",205 East 42nd Street,4th Floor,New York,NY,10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
0,1,1,50,52867118,212-831-0650,pbarros@ehtp.org,East Harlem Tutorial Program,"East Harlem Tutorial Program: College and Career Readiness, Access, & Success","We serve the students that live and/or go to school of East Harlem, supporting them to graduate high school and graduate college.",2053 2nd Ave,,New York ,NY,10029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,,
0,1,1,146,51081148,212-897-8909,mmudho@freshair.org,The Fresh Air,College Connections,,633 Third Avenue,14th Floor,New York,NY,10017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,,,
